source_id,source_row,bus,source_status,pmin_mw,pmin_pu,pmax_mw,pmax_pu,gap_uncertified_secure_commitment,gap_uncertified_secure_dispatch_mw,gap_uncertified_secure_dispatch_pu,mip_gap,requested_mip_gap,independent_security_verification,price_status,price_per_mwh,price_per_pu_hour
gen-row-0017,17,1052,1,26.82,0.2682,89.4,0.894,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0018,18,1053,0,53.64,0.5364,178.8,1.788,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0019,19,1057,0,36.0,0.36,120.0,1.2,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0020,20,1059,0,1.68,0.0168,5.6,0.055999999999999994,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0021,21,1060,0,0.6,0.006,2.0,0.02,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0022,22,1062,0,0.45,0.0045000000000000005,1.5,0.015,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0023,23,1063,0,69.0,0.69,230.0,2.3,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0024,24,1066,1,106.88,1.0688,106.88,1.0688,1,106.88,1.0688,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0025,25,1070,1,120.38,1.2038,120.38,1.2038,1,120.38,1.2038,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0026,26,1072,1,57.64,0.5764,192.13,1.9213,1,192.12999999999997,1.9212999999999996,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0027,27,1073,1,57.64,0.5764,192.13,1.9213,1,192.12999999999997,1.9212999999999996,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0028,28,1074,1,57.64,0.5764,192.13,1.9213,1,192.12999999999997,1.9212999999999996,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0029,29,1075,1,57.64,0.5764,192.13,1.9213,1,189.97895304586777,1.8997895304586776,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0030,30,1076,0,57.64,0.5764,192.13,1.9213,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0031,31,1077,0,57.64,0.5764,192.13,1.9213,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0032,32,1078,1,28.65,0.2865,95.5,0.955,1,95.50000000000003,0.9550000000000003,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0033,33,1079,1,28.65,0.2865,95.5,0.955,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0034,34,1080,1,28.65,0.2865,95.5,0.955,1,95.50000000000003,0.9550000000000003,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0035,35,1081,0,85.95,0.8595,286.5,2.865,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0036,36,1082,1,112.5,1.125,112.5,1.125,1,112.5,1.125,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0037,37,1084,1,86.62,0.8662000000000001,86.62,0.8662000000000001,1,86.62,0.8662000000000001,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0038,38,1088,1,56.25,0.5625,56.25,0.5625,1,56.25,0.5625,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0039,39,1090,1,114.37,1.1437,114.37,1.1437,1,114.37000000000002,1.1437000000000002,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0040,40,1090,1,27.0,0.27,27.0,0.27,1,27.0,0.27,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0041,41,2004,0,117.54,1.1754,391.8,3.918,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0042,42,2005,0,117.54,1.1754,391.8,3.918,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0043,43,2006,0,117.54,1.1754,391.8,3.918,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0044,44,2013,1,150.45,1.5045,150.45,1.5045,1,150.45,1.5045,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0045,45,2019,0,65.4,0.654,218.0,2.18,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0046,46,2023,1,25.0,0.25,83.33,0.8332999999999999,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0047,47,2024,1,50.0,0.5,166.67,1.6666999999999998,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0048,48,2042,1,59.7,0.597,59.7,0.597,1,59.70000000000001,0.5970000000000001,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0049,49,2056,0,1.8,0.018000000000000002,6.0,0.06,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0050,50,2057,1,216.0,2.16,720.0,7.2,1,581.8935500787605,5.818935500787606,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0051,51,2059,1,60.0,0.6,60.0,0.6,1,60.0,0.6,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0052,52,2062,1,101.55,1.0155,101.55,1.0155,1,101.55000000000001,1.0155,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0053,53,2071,1,112.5,1.125,112.5,1.125,1,112.5,1.125,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0054,54,2076,1,22.5,0.225,22.5,0.225,1,22.5,0.225,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0055,55,2078,1,84.38,0.8438,84.38,0.8438,1,84.38,0.8438,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0056,56,2083,1,6.0,0.06,20.0,0.2,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0057,57,2084,0,6.0,0.06,20.0,0.2,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0058,58,2085,0,12.0,0.12,40.0,0.4,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0059,59,2089,1,50.7,0.507,50.7,0.507,1,50.7,0.507,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0060,60,2094,0,3.0,0.03,10.0,0.1,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0061,61,2095,0,23.85,0.23850000000000002,79.5,0.795,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0062,62,2099,1,7.5,0.075,7.5,0.075,1,7.5,0.075,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0063,63,2100,1,112.5,1.125,112.5,1.125,1,112.5,1.125,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0064,64,2103,0,80.32,0.8031999999999999,267.73,2.6773000000000002,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0065,65,2104,0,80.32,0.8031999999999999,267.73,2.6773000000000002,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0066,66,2105,0,80.32,0.8031999999999999,267.73,2.6773000000000002,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0067,67,2115,1,55.41,0.5540999999999999,184.72,1.8472,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0068,68,2116,1,55.41,0.5540999999999999,184.72,1.8472,1,184.72,1.8472,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0069,69,2117,1,55.41,0.5540999999999999,184.72,1.8472,1,184.72,1.8472,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0070,70,2118,1,55.41,0.5540999999999999,184.72,1.8472,1,184.72,1.8472,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0071,71,2119,1,55.41,0.5540999999999999,184.72,1.8472,1,184.72,1.8472,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0072,72,2120,1,55.41,0.5540999999999999,184.72,1.8472,1,184.72,1.8472,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0073,73,2123,1,136.28,1.3628,136.28,1.3628,1,136.28,1.3628,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0074,74,2127,1,216.45,2.1645,216.45,2.1645,1,216.45,2.1645,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0075,75,3004,1,28.13,0.2813,28.13,0.2813,1,28.13,0.2813,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0076,76,3017,1,127.13,1.2712999999999999,127.13,1.2712999999999999,1,127.12999999999998,1.2712999999999999,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0077,77,3020,1,112.5,1.125,112.5,1.125,1,112.5,1.125,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0078,78,3028,1,150.0,1.5,150.0,1.5,1,150.0,1.5,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0079,79,3034,1,97.87,0.9787,97.87,0.9787,1,97.87,0.9787,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0080,80,3039,1,156.75,1.5675,156.75,1.5675,1,156.75,1.5675,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0081,81,3043,0,0.39,0.0039000000000000003,1.3,0.013000000000000001,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0082,82,3044,0,26.82,0.2682,89.4,0.894,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0083,83,3045,0,134.1,1.341,447.0,4.47,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0084,84,3048,1,180.75,1.8075,180.75,1.8075,1,180.75,1.8075,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0085,85,3055,1,183.88,1.8388,183.88,1.8388,1,183.88,1.8388,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0086,86,3056,1,183.88,1.8388,183.88,1.8388,1,183.88,1.8388,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0087,87,3057,1,183.88,1.8388,183.88,1.8388,1,183.88,1.8388,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0088,88,3060,1,124.22,1.2422,124.22,1.2422,1,124.22,1.2422,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0089,89,3061,1,124.22,1.2422,124.22,1.2422,1,124.22,1.2422,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0090,90,3062,1,124.22,1.2422,124.22,1.2422,1,124.22,1.2422,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0091,91,3063,1,124.22,1.2422,124.22,1.2422,1,124.22,1.2422,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0092,92,3065,1,60.37,0.6037,60.37,0.6037,1,60.370000000000005,0.6037,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0093,93,3068,1,112.5,1.125,112.5,1.125,1,112.5,1.125,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0094,94,3071,1,127.65,1.2765,127.65,1.2765,1,127.65000000000002,1.2765000000000002,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0095,95,3074,1,74.85,0.7484999999999999,74.85,0.7484999999999999,1,74.85,0.7484999999999999,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0096,96,3081,1,186.75,1.8675,186.75,1.8675,1,186.75,1.8675,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0097,97,3084,1,174.37,1.7437,174.37,1.7437,1,174.37,1.7437,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0098,98,3086,1,56.25,0.5625,56.25,0.5625,1,56.25,0.5625,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0099,99,3087,0,22.5,0.225,75.0,0.75,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0100,100,3092,1,150.0,1.5,150.0,1.5,1,150.0,1.5,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0101,101,3095,1,90.45,0.9045000000000001,90.45,0.9045000000000001,1,90.45,0.9045000000000001,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0102,102,3098,1,120.0,1.2,120.0,1.2,1,120.0,1.2,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0103,103,3105,1,44.5,0.445,44.5,0.445,1,44.5,0.445,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0104,104,3106,1,53.02,0.5302,53.02,0.5302,1,53.02,0.5302,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0105,105,3110,1,63.0,0.63,63.0,0.63,1,63.0,0.63,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0106,106,3112,1,56.1,0.561,56.1,0.561,1,56.10000000000001,0.561,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0107,107,3113,1,56.1,0.561,56.1,0.561,1,56.10000000000001,0.561,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0108,108,3117,1,47.25,0.4725,47.25,0.4725,1,47.25,0.4725,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0109,109,3118,1,90.0,0.9,90.0,0.9,1,90.0,0.9,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0110,110,3120,1,29.7,0.297,29.7,0.297,1,29.7,0.297,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0111,111,3122,1,147.75,1.4775,147.75,1.4775,1,147.75,1.4775,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0112,112,3127,1,101.25,1.0125,101.25,1.0125,1,101.25,1.0125,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0113,113,3129,1,94.88,0.9488,94.88,0.9488,1,94.88,0.9488,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0114,114,3131,1,85.5,0.855,85.5,0.855,1,85.5,0.855,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0115,115,3133,0,15.39,0.1539,51.3,0.513,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0116,116,3133,0,15.39,0.1539,51.3,0.513,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0117,117,3133,0,15.39,0.1539,51.3,0.513,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0118,118,3137,1,75.9,0.759,75.9,0.759,1,75.9,0.759,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0119,119,3141,1,68.62,0.6862,68.62,0.6862,1,68.62,0.6862,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0120,120,4010,1,151.2,1.5119999999999998,151.2,1.5119999999999998,1,151.2,1.5119999999999998,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0121,121,4026,1,123.0,1.23,410.0,4.1,1,409.99999999999994,4.1,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0122,122,4030,1,186.72,1.8672,622.4,6.224,1,483.0000000000001,4.830000000000001,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0123,123,4045,1,93.4,0.934,93.4,0.934,1,93.4,0.934,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0124,124,4046,1,28.5,0.285,28.5,0.285,1,28.500000000000004,0.28500000000000003,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0125,125,4047,1,27.48,0.2748,27.48,0.2748,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0126,126,4050,1,150.0,1.5,150.0,1.5,1,150.0,1.5,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0127,127,4052,1,13.26,0.1326,44.2,0.442,1,44.2,0.442,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0128,128,4058,1,43.2,0.43200000000000005,144.0,1.44,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0129,129,4059,1,43.2,0.43200000000000005,144.0,1.44,1,144.00000000000003,1.4400000000000004,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0130,130,4060,1,43.2,0.43200000000000005,144.0,1.44,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0131,131,4061,1,51.7,0.517,172.33,1.7233,1,172.33,1.7233,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0132,132,4062,1,51.7,0.517,172.33,1.7233,1,172.33,1.7233,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0133,133,4063,1,51.7,0.517,172.33,1.7233,1,172.33,1.7233,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0134,134,4065,1,14.1,0.141,47.0,0.47,1,47.0,0.47,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0135,135,4075,0,52.9,0.529,176.33,1.7633,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0136,136,4076,1,52.9,0.529,176.33,1.7633,1,176.0910937113348,1.760910937113348,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0137,137,4077,1,52.9,0.529,176.33,1.7633,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0138,138,4082,1,73.02,0.7302,243.4,2.434,1,243.4000000000001,2.434000000000001,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0139,139,4083,1,73.02,0.7302,243.4,2.434,1,243.4,2.434,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0140,140,4084,1,73.02,0.7302,243.4,2.434,1,243.4,2.434,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0141,141,4085,1,105.6,1.056,352.0,3.52,1,298.52413301059835,2.9852413301059837,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0142,142,4090,0,0.42,0.0042,1.4,0.013999999999999999,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0143,143,4091,1,7.05,0.0705,23.5,0.235,1,23.499999999999996,0.23499999999999996,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0144,144,4092,0,2.28,0.022799999999999997,7.6,0.076,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0145,145,4093,1,8.4,0.084,28.0,0.28,1,27.999999999999996,0.27999999999999997,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0146,146,4094,1,8.4,0.084,28.0,0.28,1,27.999999999999996,0.27999999999999997,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0147,147,4095,1,8.4,0.084,28.0,0.28,1,27.999999999999996,0.27999999999999997,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0148,148,4096,0,8.4,0.084,28.0,0.28,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0149,149,4097,1,8.4,0.084,28.0,0.28,1,27.999999999999996,0.27999999999999997,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0150,150,4098,0,8.4,0.084,28.0,0.28,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0151,151,4105,1,135.0,1.35,135.0,1.35,1,135.0,1.35,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0152,152,4115,1,39.54,0.3954,131.8,1.318,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0153,153,4116,1,39.54,0.3954,131.8,1.318,1,128.80345066583754,1.2880345066583754,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0154,154,4133,0,10.08,0.1008,33.6,0.336,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0155,155,4134,1,10.08,0.1008,33.6,0.336,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0156,156,4135,1,10.08,0.1008,33.6,0.336,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0157,157,4136,1,10.08,0.1008,33.6,0.336,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0158,158,4137,0,20.16,0.2016,67.2,0.672,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0159,159,4138,0,19.8,0.198,66.0,0.66,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0160,160,4142,1,141.0,1.41,141.0,1.41,1,141.0,1.41,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0161,161,4153,1,212.4,2.124,212.4,2.124,1,212.4,2.124,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0162,162,4160,1,59.33,0.5932999999999999,197.77,1.9777,1,183.926,1.83926,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0163,163,4161,1,59.33,0.5932999999999999,197.77,1.9777,1,195.85619573024212,1.958561957302421,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0164,164,4162,1,59.33,0.5932999999999999,197.77,1.9777,1,183.926,1.83926,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0165,165,4163,0,2.7,0.027000000000000003,9.0,0.09,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0166,166,4166,1,150.75,1.5075,150.75,1.5075,1,150.75,1.5075,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0167,167,4177,1,112.5,1.125,112.5,1.125,1,112.5,1.125,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0168,168,4181,1,150.07,1.5007,150.07,1.5007,1,150.07,1.5007,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0169,169,4183,1,152.25,1.5225,152.25,1.5225,1,152.25,1.5225,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0170,170,4192,1,22.5,0.225,75.0,0.75,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0171,171,4192,1,55.13,0.5513,183.77,1.8377000000000001,1,183.77,1.8377000000000001,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0172,172,4192,0,7.2,0.07200000000000001,24.0,0.24,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
gen-row-0173,173,4192,1,18.3,0.183,61.0,0.61,0,0.0,0.0,0.0021295552806028916,0.001,passed,withheld_mip_gap_not_certified,,
