source_id,source_row,source_status,bus,pmin_mw,pmin_pu,pmax_mw,pmax_pu,gap_1e-3_commitment,gap_1e-3_mip_dispatch_mw,gap_1e-3_mip_dispatch_pu,gap_1e-3_pricing_dispatch_mw,gap_1e-3_pricing_dispatch_pu,gap_1e-3_price_per_mwh,gap_1e-3_price_per_pu_hour,gap_1e-4_commitment,gap_1e-4_mip_dispatch_mw,gap_1e-4_mip_dispatch_pu,gap_1e-4_pricing_dispatch_mw,gap_1e-4_pricing_dispatch_pu,gap_1e-4_price_per_mwh,gap_1e-4_price_per_pu_hour,gap_1e-5_commitment,gap_1e-5_mip_dispatch_mw,gap_1e-5_mip_dispatch_pu,gap_1e-5_pricing_dispatch_mw,gap_1e-5_pricing_dispatch_pu,gap_1e-5_price_per_mwh,gap_1e-5_price_per_pu_hour,gap_1e-6_commitment,gap_1e-6_mip_dispatch_mw,gap_1e-6_mip_dispatch_pu,gap_1e-6_pricing_dispatch_mw,gap_1e-6_pricing_dispatch_pu,gap_1e-6_price_per_mwh,gap_1e-6_price_per_pu_hour,gap_1e-7_commitment,gap_1e-7_mip_dispatch_mw,gap_1e-7_mip_dispatch_pu,gap_1e-7_pricing_dispatch_mw,gap_1e-7_pricing_dispatch_pu,gap_1e-7_price_per_mwh,gap_1e-7_price_per_pu_hour
gen-row-0011,11,1,82,108.57,1.0856999999999999,361.9,3.6189999999999998,1,361.8999999999999,3.6189999999999993,361.9,3.6189999999999998,27.24584489390455,2724.584489390455,1,361.8999999999999,3.6189999999999993,361.9,3.6189999999999998,27.24584489390455,2724.584489390455,1,361.8999999999999,3.6189999999999993,361.9,3.6189999999999998,27.24584489390455,2724.584489390455,1,361.8999999999999,3.6189999999999993,361.9,3.6189999999999998,27.24584489390455,2724.584489390455,1,361.8999999999999,3.6189999999999993,361.9,3.6189999999999998,27.24584489390455,2724.584489390455
gen-row-0012,12,0,125,48.6,0.486,162.0,1.62,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712
gen-row-0013,13,0,126,48.6,0.486,162.0,1.62,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712,0,0.0,0.0,0.0,0.0,27.0449835458712,2704.49835458712
gen-row-0014,14,1,127,48.6,0.486,162.0,1.62,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712
gen-row-0015,15,1,128,48.6,0.486,162.0,1.62,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712,1,162.0,1.62,162.0,1.62,27.0449835458712,2704.49835458712
gen-row-0016,16,1,144,180.76,1.8075999999999999,602.55,6.025499999999999,1,336.00000000000006,3.3600000000000008,336.0,3.36,6.869999999999995,686.9999999999994,1,336.00000000000006,3.3600000000000008,336.0,3.36,6.869999999999995,686.9999999999994,1,336.00000000000006,3.3600000000000008,336.0,3.36,6.869999999999995,686.9999999999994,1,336.00000000000006,3.3600000000000008,336.0,3.36,6.869999999999995,686.9999999999994,1,336.00000000000006,3.3600000000000008,336.0,3.36,6.869999999999995,686.9999999999994
gen-row-0017,17,1,145,180.76,1.8075999999999999,602.55,6.025499999999999,1,221.3269964470041,2.213269964470041,221.32699644700327,2.2132699644700327,8.143000000000026,814.3000000000026,1,221.3269964470041,2.213269964470041,221.32699644700327,2.2132699644700327,8.143000000000026,814.3000000000026,1,221.3269964470041,2.213269964470041,221.32699644700327,2.2132699644700327,8.143000000000026,814.3000000000026,1,221.3269964470041,2.213269964470041,221.32699644700327,2.2132699644700327,8.143000000000026,814.3000000000026,1,221.3269964470041,2.213269964470041,221.32699644700327,2.2132699644700327,8.143000000000026,814.3000000000026
gen-row-0018,18,1,167,58.05,0.5805,193.5,1.935,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964
gen-row-0019,19,1,168,58.05,0.5805,193.5,1.935,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964,1,193.5,1.935,193.5,1.935,27.036717333212962,2703.6717333212964
gen-row-0020,20,1,169,116.1,1.161,387.0,3.87,1,387.0,3.87,387.0,3.87,27.036717333212962,2703.6717333212964,1,387.0,3.87,387.0,3.87,27.036717333212962,2703.6717333212964,1,387.0,3.87,387.0,3.87,27.036717333212962,2703.6717333212964,1,387.0,3.87,387.0,3.87,27.036717333212962,2703.6717333212964,1,387.0,3.87,387.0,3.87,27.036717333212962,2703.6717333212964
gen-row-0021,21,1,197,88.08,0.8808,293.6,2.9360000000000004,1,293.59999999999997,2.9359999999999995,293.6,2.9360000000000004,27.380898288374823,2738.0898288374824,1,293.59999999999997,2.9359999999999995,293.6,2.9360000000000004,27.380898288374823,2738.0898288374824,1,293.59999999999997,2.9359999999999995,293.6,2.9360000000000004,27.380898288374823,2738.0898288374824,1,293.59999999999997,2.9359999999999995,293.6,2.9360000000000004,27.380898288374823,2738.0898288374824,1,293.59999999999997,2.9359999999999995,293.6,2.9360000000000004,27.380898288374823,2738.0898288374824
gen-row-0022,22,1,198,62.19,0.6219,207.3,2.073,1,207.29999999999995,2.0729999999999995,207.3,2.073,27.380898288374823,2738.0898288374824,1,207.29999999999995,2.0729999999999995,207.3,2.073,27.380898288374823,2738.0898288374824,1,207.29999999999995,2.0729999999999995,207.3,2.073,27.380898288374823,2738.0898288374824,1,207.29999999999995,2.0729999999999995,207.3,2.073,27.380898288374823,2738.0898288374824,1,207.29999999999995,2.0729999999999995,207.3,2.073,27.380898288374823,2738.0898288374824
gen-row-0023,23,1,222,1.56,0.015600000000000001,5.2,0.052000000000000005,1,5.199999999999989,0.05199999999999989,5.2,0.052000000000000005,27.24620646575016,2724.620646575016,1,5.199999999999989,0.05199999999999989,5.2,0.052000000000000005,27.24620646575016,2724.620646575016,1,5.199999999999989,0.05199999999999989,5.2,0.052000000000000005,27.24620646575016,2724.620646575016,1,5.199999999999989,0.05199999999999989,5.2,0.052000000000000005,27.24620646575016,2724.620646575016,1,5.199999999999989,0.05199999999999989,5.2,0.052000000000000005,27.24620646575016,2724.620646575016
gen-row-0024,24,1,223,5.4,0.054000000000000006,18.0,0.18,1,17.999999999999996,0.17999999999999997,18.0,0.18,27.24620646575016,2724.620646575016,1,17.999999999999996,0.17999999999999997,18.0,0.18,27.24620646575016,2724.620646575016,1,17.999999999999996,0.17999999999999997,18.0,0.18,27.24620646575016,2724.620646575016,1,17.999999999999996,0.17999999999999997,18.0,0.18,27.24620646575016,2724.620646575016,1,17.999999999999996,0.17999999999999997,18.0,0.18,27.24620646575016,2724.620646575016
gen-row-0025,25,1,224,153.36,1.5336,511.2,5.112,1,511.20000000000005,5.112,511.2,5.112,27.24620646575016,2724.620646575016,1,511.20000000000005,5.112,511.2,5.112,27.24620646575016,2724.620646575016,1,511.20000000000005,5.112,511.2,5.112,27.24620646575016,2724.620646575016,1,511.20000000000005,5.112,511.2,5.112,27.24620646575016,2724.620646575016,1,511.20000000000005,5.112,511.2,5.112,27.24620646575016,2724.620646575016
gen-row-0026,26,1,225,154.44,1.5444,514.8,5.148,1,514.8,5.148,514.8,5.148,27.24620646575016,2724.620646575016,1,514.8,5.148,514.8,5.148,27.24620646575016,2724.620646575016,1,514.8,5.148,514.8,5.148,27.24620646575016,2724.620646575016,1,514.8,5.148,514.8,5.148,27.24620646575016,2724.620646575016,1,514.8,5.148,514.8,5.148,27.24620646575016,2724.620646575016
gen-row-0027,27,1,231,0.87,0.0087,2.9,0.028999999999999998,0,0.0,0.0,-0.0,-0.0,27.062817273527195,2706.2817273527194,0,0.0,0.0,-0.0,-0.0,27.062817273527195,2706.2817273527194,0,0.0,0.0,-0.0,-0.0,27.062817273527195,2706.2817273527194,0,0.0,0.0,-0.0,-0.0,27.062817273527195,2706.2817273527194,0,0.0,0.0,-0.0,-0.0,27.062817273527195,2706.2817273527194
gen-row-0028,28,0,248,39.96,0.3996,133.2,1.3319999999999999,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118
gen-row-0029,29,0,249,39.96,0.3996,133.2,1.3319999999999999,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118
gen-row-0030,30,0,250,159.84,1.5984,532.8,5.327999999999999,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118,0,0.0,0.0,0.0,0.0,26.411836957651182,2641.183695765118
gen-row-0031,31,0,254,1.23,0.0123,4.1,0.040999999999999995,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347
gen-row-0032,32,0,255,0.99,0.009899999999999999,3.3,0.033,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347
gen-row-0033,33,0,256,0.87,0.0087,2.9,0.028999999999999998,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347
gen-row-0034,34,0,257,1.62,0.016200000000000003,5.4,0.054000000000000006,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,0.0,0.0,27.064962591989346,2706.4962591989347
gen-row-0035,35,1,258,0.33,0.0033,1.1,0.011000000000000001,0,0.0,0.0,-0.0,-0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,-0.0,-0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,-0.0,-0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,-0.0,-0.0,27.064962591989346,2706.4962591989347,0,0.0,0.0,-0.0,-0.0,27.064962591989346,2706.4962591989347
gen-row-0036,36,0,264,11.76,0.1176,39.2,0.392,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712
gen-row-0037,37,0,265,3.18,0.0318,10.6,0.106,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712,0,0.0,0.0,0.0,0.0,27.373245028608714,2737.3245028608712
gen-row-0038,38,0,275,30.36,0.3036,101.2,1.012,0,0.0,0.0,0.0,0.0,18.841809005611964,1884.1809005611963,0,0.0,0.0,0.0,0.0,18.841809005611964,1884.1809005611963,0,0.0,0.0,0.0,0.0,18.841809005611964,1884.1809005611963,0,0.0,0.0,0.0,0.0,18.841809005611964,1884.1809005611963,0,0.0,0.0,0.0,0.0,18.841809005611964,1884.1809005611963
gen-row-0039,39,1,301,0.87,0.0087,2.9,0.028999999999999998,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866
gen-row-0040,40,1,302,0.87,0.0087,2.9,0.028999999999999998,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866,0,0.0,0.0,-0.0,-0.0,40.4517657635866,4045.17657635866
gen-row-0041,41,1,305,0.3,0.003,1.0,0.01,1,1.0,0.01,1.0,0.01,27.15043855791976,2715.043855791976,1,1.0,0.01,1.0,0.01,27.15043855791976,2715.043855791976,1,1.0,0.01,1.0,0.01,27.15043855791976,2715.043855791976,1,1.0,0.01,1.0,0.01,27.15043855791976,2715.043855791976,1,1.0,0.01,1.0,0.01,27.15043855791976,2715.043855791976
gen-row-0042,42,1,306,0.72,0.0072,2.4,0.024,1,2.4,0.024,2.4,0.024,27.15043855791976,2715.043855791976,1,2.4,0.024,2.4,0.024,27.15043855791976,2715.043855791976,1,2.4,0.024,2.4,0.024,27.15043855791976,2715.043855791976,1,2.4,0.024,2.4,0.024,27.15043855791976,2715.043855791976,1,2.4,0.024,2.4,0.024,27.15043855791976,2715.043855791976
gen-row-0043,43,1,319,12.69,0.12689999999999999,42.3,0.423,1,42.300000000000004,0.42300000000000004,42.3,0.423,27.131343740116748,2713.134374011675,1,42.300000000000004,0.42300000000000004,42.3,0.423,27.131343740116748,2713.134374011675,1,42.300000000000004,0.42300000000000004,42.3,0.423,27.131343740116748,2713.134374011675,1,42.300000000000004,0.42300000000000004,42.3,0.423,27.131343740116748,2713.134374011675,1,42.300000000000004,0.42300000000000004,42.3,0.423,27.131343740116748,2713.134374011675
gen-row-0044,44,1,350,4.5,0.045,15.0,0.15,1,14.999999999999998,0.15,15.0,0.15,27.364030883274136,2736.4030883274136,1,14.999999999999998,0.15,15.0,0.15,27.364030883274136,2736.4030883274136,1,14.999999999999998,0.15,15.0,0.15,27.364030883274136,2736.4030883274136,1,14.999999999999998,0.15,15.0,0.15,27.364030883274136,2736.4030883274136,1,14.999999999999998,0.15,15.0,0.15,27.364030883274136,2736.4030883274136
gen-row-0045,45,1,351,1.86,0.018600000000000002,6.2,0.062,1,6.199999999999989,0.06199999999999989,6.2,0.062,27.364030883274136,2736.4030883274136,1,6.199999999999989,0.06199999999999989,6.2,0.062,27.364030883274136,2736.4030883274136,1,6.199999999999989,0.06199999999999989,6.2,0.062,27.364030883274136,2736.4030883274136,1,6.199999999999989,0.06199999999999989,6.2,0.062,27.364030883274136,2736.4030883274136,1,6.199999999999989,0.06199999999999989,6.2,0.062,27.364030883274136,2736.4030883274136
gen-row-0046,46,1,352,4.32,0.0432,14.4,0.14400000000000002,1,14.4,0.14400000000000002,14.4,0.14400000000000002,27.364030883274136,2736.4030883274136,1,14.4,0.14400000000000002,14.4,0.14400000000000002,27.364030883274136,2736.4030883274136,1,14.4,0.14400000000000002,14.4,0.14400000000000002,27.364030883274136,2736.4030883274136,1,14.4,0.14400000000000002,14.4,0.14400000000000002,27.364030883274136,2736.4030883274136,1,14.4,0.14400000000000002,14.4,0.14400000000000002,27.364030883274136,2736.4030883274136
gen-row-0047,47,1,353,22.2,0.222,74.0,0.74,1,74.0,0.74,74.0,0.74,27.364030883274136,2736.4030883274136,1,74.0,0.74,74.0,0.74,27.364030883274136,2736.4030883274136,1,74.0,0.74,74.0,0.74,27.364030883274136,2736.4030883274136,1,74.0,0.74,74.0,0.74,27.364030883274136,2736.4030883274136,1,74.0,0.74,74.0,0.74,27.364030883274136,2736.4030883274136
gen-row-0048,48,0,361,0.48,0.0048,1.6,0.016,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281
gen-row-0049,49,0,362,3.3,0.033,11.0,0.11,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281
gen-row-0050,50,0,363,0.96,0.0096,3.2,0.032,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281,0,0.0,0.0,0.0,0.0,26.85589306165281,2685.589306165281
gen-row-0051,51,0,388,3.0,0.03,10.0,0.1,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303
gen-row-0052,52,0,389,52.0,0.52,173.33,1.7333,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303
gen-row-0053,53,0,390,52.0,0.52,173.33,1.7333,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303
gen-row-0054,54,0,391,52.0,0.52,173.33,1.7333,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303
gen-row-0055,55,0,392,34.92,0.3492,116.4,1.1640000000000001,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303
gen-row-0056,56,0,393,34.92,0.3492,116.4,1.1640000000000001,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303
gen-row-0057,57,0,394,34.92,0.3492,116.4,1.1640000000000001,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303,0,0.0,0.0,0.0,0.0,27.02268986629303,2702.268986629303
