round,transition,first_seen_elapsed_seconds,variable_name,source_row,source_id,bus,pmin_mw,pmax_mw,from_commitment,to_commitment,direction
2,3,7.717095169995446,u_g0137,138,gen-row-0138,4082,73.02,243.4,0,1,off_to_on
2,3,7.717095169995446,u_g0140,141,gen-row-0141,4085,105.6,352.0,0,1,off_to_on
2,3,7.717095169995446,u_g0152,153,gen-row-0153,4116,39.54,131.8,1,0,on_to_off
2,3,7.717095169995446,u_g0171,172,gen-row-0172,4192,7.2,24.0,0,1,off_to_on
2,3,7.717095169995446,u_g0174,175,gen-row-0175,4192,80.1,267.0,1,0,on_to_off
2,3,7.717095169995446,u_g0178,179,gen-row-0179,4192,55.13,183.77,1,0,on_to_off
2,3,7.717095169995446,u_g0194,195,gen-row-0195,5065,3.18,10.6,1,0,on_to_off
2,3,7.717095169995446,u_g0195,196,gen-row-0196,5066,0.54,1.8,1,0,on_to_off
2,3,7.717095169995446,u_g0233,234,gen-row-0234,5364,64.0,213.33,1,0,on_to_off
2,3,7.717095169995446,u_g0252,253,gen-row-0253,5424,0.96,3.2,1,0,on_to_off
2,3,7.717095169995446,u_g0258,259,gen-row-0259,5444,86.7,289.0,0,1,off_to_on
2,3,7.717095169995446,u_g0261,262,gen-row-0262,6006,63.9,213.0,1,0,on_to_off
2,3,7.717095169995446,u_g0272,273,gen-row-0273,6052,17.22,57.4,1,0,on_to_off
2,3,7.717095169995446,u_g0278,279,gen-row-0279,6072,54.41,181.37,1,0,on_to_off
2,3,7.717095169995446,u_g0280,281,gen-row-0281,6074,54.41,181.37,0,1,off_to_on
2,3,7.717095169995446,u_g0307,308,gen-row-0308,6213,177.9,177.9,1,0,on_to_off
2,3,7.717095169995446,u_g0312,313,gen-row-0313,6243,54.9,183.0,1,0,on_to_off
2,3,7.717095169995446,u_g0349,350,gen-row-0350,6349,108.9,363.0,1,0,on_to_off
2,3,7.717095169995446,u_g0350,351,gen-row-0351,6349,15.45,51.5,0,1,off_to_on
2,3,7.717095169995446,u_g0358,359,gen-row-0359,7022,14.22,47.4,1,0,on_to_off
2,3,7.717095169995446,u_g0359,360,gen-row-0360,7023,14.22,47.4,1,0,on_to_off
2,3,7.717095169995446,u_g0360,361,gen-row-0361,7024,28.44,94.8,1,0,on_to_off
2,3,7.717095169995446,u_g0376,377,gen-row-0377,7081,68.59,228.65,1,0,on_to_off
2,3,7.717095169995446,u_g0392,393,gen-row-0393,7134,61.97,206.55,1,0,on_to_off
2,3,7.717095169995446,u_g0402,403,gen-row-0403,7162,33.18,110.6,1,0,on_to_off
2,3,7.717095169995446,u_g0410,411,gen-row-0411,7170,105.26,350.87,1,0,on_to_off
2,3,7.717095169995446,u_g0412,413,gen-row-0413,7190,14.4,48.0,1,0,on_to_off
2,3,7.717095169995446,u_g0415,416,gen-row-0416,7193,2.25,7.5,1,0,on_to_off
2,3,7.717095169995446,u_g0416,417,gen-row-0417,7194,69.28,230.95,1,0,on_to_off
2,3,7.717095169995446,u_g0456,457,gen-row-0457,7354,205.26,684.2,1,0,on_to_off
2,3,7.717095169995446,u_g0457,458,gen-row-0458,7355,205.26,684.2,0,1,off_to_on
2,3,7.717095169995446,u_g0460,461,gen-row-0461,7358,67.56,225.2,1,0,on_to_off
2,3,7.717095169995446,u_g0494,495,gen-row-0495,7422,57.33,191.1,1,0,on_to_off
2,3,7.717095169995446,u_g0499,500,gen-row-0500,7428,39.0,130.0,0,1,off_to_on
2,3,7.717095169995446,u_g0502,503,gen-row-0503,7428,30.16,100.52,0,1,off_to_on
2,3,7.717095169995446,u_g0503,504,gen-row-0504,7428,30.16,100.52,0,1,off_to_on
2,3,7.717095169995446,u_g0505,506,gen-row-0506,7428,30.16,100.52,0,1,off_to_on
2,3,7.717095169995446,u_g0506,507,gen-row-0507,7428,22.5,75.0,0,1,off_to_on
2,3,7.717095169995446,u_g0509,510,gen-row-0510,8024,33.0,33.0,1,0,on_to_off
2,3,7.717095169995446,u_g0528,529,gen-row-0529,8087,269.31,897.7,1,0,on_to_off
2,3,7.717095169995446,u_g0535,536,gen-row-0536,8130,198.0,660.0,0,1,off_to_on
2,3,7.717095169995446,u_g0537,538,gen-row-0538,8147,1.2,4.0,1,0,on_to_off
2,4,7.719564013998024,u_g0006,7,gen-row-0007,1026,93.15,93.15,0,1,off_to_on
2,4,7.719564013998024,u_g0015,16,gen-row-0016,1051,26.82,89.4,0,1,off_to_on
2,4,7.719564013998024,u_g0029,30,gen-row-0030,1076,57.64,192.13,0,1,off_to_on
2,4,7.719564013998024,u_g0036,37,gen-row-0037,1084,86.62,86.62,0,1,off_to_on
2,4,7.719564013998024,u_g0131,132,gen-row-0132,4062,51.7,172.33,1,0,on_to_off
2,4,7.719564013998024,u_g0139,140,gen-row-0140,4084,73.02,243.4,1,0,on_to_off
2,4,7.719564013998024,u_g0171,172,gen-row-0172,4192,7.2,24.0,1,0,on_to_off
2,4,7.719564013998024,u_g0174,175,gen-row-0175,4192,80.1,267.0,0,1,off_to_on
2,4,7.719564013998024,u_g0178,179,gen-row-0179,4192,55.13,183.77,0,1,off_to_on
2,4,7.719564013998024,u_g0257,258,gen-row-0258,5444,86.7,289.0,0,1,off_to_on
2,4,7.719564013998024,u_g0261,262,gen-row-0262,6006,63.9,213.0,0,1,off_to_on
2,4,7.719564013998024,u_g0272,273,gen-row-0273,6052,17.22,57.4,0,1,off_to_on
2,4,7.719564013998024,u_g0274,275,gen-row-0275,6054,17.22,57.4,1,0,on_to_off
2,4,7.719564013998024,u_g0280,281,gen-row-0281,6074,54.41,181.37,1,0,on_to_off
2,4,7.719564013998024,u_g0283,284,gen-row-0284,6080,169.0,563.33,0,1,off_to_on
2,4,7.719564013998024,u_g0295,296,gen-row-0296,6110,177.18,590.6,1,0,on_to_off
2,4,7.719564013998024,u_g0296,297,gen-row-0297,6111,198.45,661.5,0,1,off_to_on
2,4,7.719564013998024,u_g0297,298,gen-row-0298,6144,2.52,8.4,1,0,on_to_off
2,4,7.719564013998024,u_g0300,301,gen-row-0301,6147,279.6,932.0,1,0,on_to_off
2,4,7.719564013998024,u_g0307,308,gen-row-0308,6213,177.9,177.9,0,1,off_to_on
2,4,7.719564013998024,u_g0321,322,gen-row-0322,6259,15.42,51.4,1,0,on_to_off
2,4,7.719564013998024,u_g0350,351,gen-row-0351,6349,15.45,51.5,1,0,on_to_off
2,4,7.719564013998024,u_g0359,360,gen-row-0360,7023,14.22,47.4,0,1,off_to_on
2,4,7.719564013998024,u_g0360,361,gen-row-0361,7024,28.44,94.8,0,1,off_to_on
2,4,7.719564013998024,u_g0376,377,gen-row-0377,7081,68.59,228.65,0,1,off_to_on
2,4,7.719564013998024,u_g0379,380,gen-row-0380,7099,406.29,1354.3,0,1,off_to_on
2,4,7.719564013998024,u_g0380,381,gen-row-0381,7107,45.0,150.0,1,0,on_to_off
2,4,7.719564013998024,u_g0415,416,gen-row-0416,7193,2.25,7.5,0,1,off_to_on
2,4,7.719564013998024,u_g0439,440,gen-row-0440,7307,29.0,96.68,1,0,on_to_off
2,4,7.719564013998024,u_g0456,457,gen-row-0457,7354,205.26,684.2,0,1,off_to_on
2,4,7.719564013998024,u_g0457,458,gen-row-0458,7355,205.26,684.2,1,0,on_to_off
2,4,7.719564013998024,u_g0460,461,gen-row-0461,7358,67.56,225.2,0,1,off_to_on
2,4,7.719564013998024,u_g0525,526,gen-row-0526,8078,70.47,234.9,1,0,on_to_off
2,4,7.719564013998024,u_g0528,529,gen-row-0529,8087,269.31,897.7,0,1,off_to_on
2,4,7.719564013998024,u_g0536,537,gen-row-0537,8131,198.0,660.0,1,0,on_to_off
2,4,7.719564013998024,u_g0537,538,gen-row-0538,8147,1.2,4.0,0,1,off_to_on
2,5,8.492004276020452,u_g0015,16,gen-row-0016,1051,26.82,89.4,1,0,on_to_off
2,5,8.492004276020452,u_g0077,78,gen-row-0078,3028,150.0,150.0,1,0,on_to_off
2,5,8.492004276020452,u_g0131,132,gen-row-0132,4062,51.7,172.33,0,1,off_to_on
2,5,8.492004276020452,u_g0252,253,gen-row-0253,5424,0.96,3.2,0,1,off_to_on
2,5,8.492004276020452,u_g0257,258,gen-row-0258,5444,86.7,289.0,1,0,on_to_off
2,5,8.492004276020452,u_g0274,275,gen-row-0275,6054,17.22,57.4,0,1,off_to_on
2,5,8.492004276020452,u_g0280,281,gen-row-0281,6074,54.41,181.37,0,1,off_to_on
2,5,8.492004276020452,u_g0281,282,gen-row-0282,6078,169.0,563.33,1,0,on_to_off
2,5,8.492004276020452,u_g0299,300,gen-row-0300,6146,133.8,446.0,0,1,off_to_on
2,5,8.492004276020452,u_g0300,301,gen-row-0301,6147,279.6,932.0,0,1,off_to_on
2,5,8.492004276020452,u_g0303,304,gen-row-0304,6164,70.52,235.05,1,0,on_to_off
2,5,8.492004276020452,u_g0306,307,gen-row-0307,6167,70.52,235.05,1,0,on_to_off
2,5,8.492004276020452,u_g0312,313,gen-row-0313,6243,54.9,183.0,0,1,off_to_on
2,5,8.492004276020452,u_g0335,336,gen-row-0336,6301,0.96,3.2,0,1,off_to_on
2,5,8.492004276020452,u_g0349,350,gen-row-0350,6349,108.9,363.0,0,1,off_to_on
2,5,8.492004276020452,u_g0358,359,gen-row-0359,7022,14.22,47.4,0,1,off_to_on
2,5,8.492004276020452,u_g0379,380,gen-row-0380,7099,406.29,1354.3,1,0,on_to_off
2,5,8.492004276020452,u_g0380,381,gen-row-0381,7107,45.0,150.0,0,1,off_to_on
2,5,8.492004276020452,u_g0409,410,gen-row-0410,7169,26.3,87.72,1,0,on_to_off
2,5,8.492004276020452,u_g0429,430,gen-row-0430,7269,27.19,90.64,0,1,off_to_on
2,5,8.492004276020452,u_g0460,461,gen-row-0461,7358,67.56,225.2,1,0,on_to_off
2,5,8.492004276020452,u_g0525,526,gen-row-0526,8078,70.47,234.9,0,1,off_to_on
2,5,8.492004276020452,u_g0530,531,gen-row-0531,8099,85.5,85.5,1,0,on_to_off
2,6,8.494326590996934,u_g0001,2,gen-row-0002,1006,25.73,25.73,1,0,on_to_off
2,6,8.494326590996934,u_g0003,4,gen-row-0004,1011,3.0,10.0,1,0,on_to_off
2,6,8.494326590996934,u_g0071,72,gen-row-0072,2120,55.41,184.72,1,0,on_to_off
2,6,8.494326590996934,u_g0072,73,gen-row-0073,2123,136.28,136.28,1,0,on_to_off
2,6,8.494326590996934,u_g0077,78,gen-row-0078,3028,150.0,150.0,0,1,off_to_on
2,6,8.494326590996934,u_g0131,132,gen-row-0132,4062,51.7,172.33,1,0,on_to_off
2,6,8.494326590996934,u_g0136,137,gen-row-0137,4077,52.9,176.33,1,0,on_to_off
2,6,8.494326590996934,u_g0137,138,gen-row-0138,4082,73.02,243.4,1,0,on_to_off
2,6,8.494326590996934,u_g0139,140,gen-row-0140,4084,73.02,243.4,0,1,off_to_on
2,6,8.494326590996934,u_g0140,141,gen-row-0141,4085,105.6,352.0,1,0,on_to_off
2,6,8.494326590996934,u_g0152,153,gen-row-0153,4116,39.54,131.8,0,1,off_to_on
2,6,8.494326590996934,u_g0162,163,gen-row-0163,4161,59.33,197.77,1,0,on_to_off
2,6,8.494326590996934,u_g0164,165,gen-row-0165,4163,2.7,9.0,0,1,off_to_on
2,6,8.494326590996934,u_g0171,172,gen-row-0172,4192,7.2,24.0,0,1,off_to_on
2,6,8.494326590996934,u_g0178,179,gen-row-0179,4192,55.13,183.77,1,0,on_to_off
2,6,8.494326590996934,u_g0194,195,gen-row-0195,5065,3.18,10.6,0,1,off_to_on
2,6,8.494326590996934,u_g0195,196,gen-row-0196,5066,0.54,1.8,0,1,off_to_on
2,6,8.494326590996934,u_g0233,234,gen-row-0234,5364,64.0,213.33,0,1,off_to_on
2,6,8.494326590996934,u_g0257,258,gen-row-0258,5444,86.7,289.0,0,1,off_to_on
2,6,8.494326590996934,u_g0258,259,gen-row-0259,5444,86.7,289.0,1,0,on_to_off
2,6,8.494326590996934,u_g0260,261,gen-row-0261,5444,42.39,141.3,0,1,off_to_on
2,6,8.494326590996934,u_g0293,294,gen-row-0294,6105,18.15,60.5,1,0,on_to_off
2,6,8.494326590996934,u_g0294,295,gen-row-0295,6106,36.3,121.0,1,0,on_to_off
2,6,8.494326590996934,u_g0295,296,gen-row-0296,6110,177.18,590.6,0,1,off_to_on
2,6,8.494326590996934,u_g0296,297,gen-row-0297,6111,198.45,661.5,1,0,on_to_off
2,6,8.494326590996934,u_g0297,298,gen-row-0298,6144,2.52,8.4,0,1,off_to_on
2,6,8.494326590996934,u_g0299,300,gen-row-0300,6146,133.8,446.0,1,0,on_to_off
2,6,8.494326590996934,u_g0300,301,gen-row-0301,6147,279.6,932.0,1,0,on_to_off
2,6,8.494326590996934,u_g0303,304,gen-row-0304,6164,70.52,235.05,0,1,off_to_on
2,6,8.494326590996934,u_g0304,305,gen-row-0305,6165,70.52,235.05,1,0,on_to_off
2,6,8.494326590996934,u_g0312,313,gen-row-0313,6243,54.9,183.0,1,0,on_to_off
2,6,8.494326590996934,u_g0335,336,gen-row-0336,6301,0.96,3.2,1,0,on_to_off
2,6,8.494326590996934,u_g0349,350,gen-row-0350,6349,108.9,363.0,1,0,on_to_off
2,6,8.494326590996934,u_g0376,377,gen-row-0377,7081,68.59,228.65,1,0,on_to_off
2,6,8.494326590996934,u_g0378,379,gen-row-0379,7098,406.29,1354.3,0,1,off_to_on
2,6,8.494326590996934,u_g0379,380,gen-row-0380,7099,406.29,1354.3,0,1,off_to_on
2,6,8.494326590996934,u_g0392,393,gen-row-0393,7134,61.97,206.55,0,1,off_to_on
2,6,8.494326590996934,u_g0402,403,gen-row-0403,7162,33.18,110.6,0,1,off_to_on
2,6,8.494326590996934,u_g0409,410,gen-row-0410,7169,26.3,87.72,0,1,off_to_on
2,6,8.494326590996934,u_g0416,417,gen-row-0417,7194,69.28,230.95,0,1,off_to_on
2,6,8.494326590996934,u_g0429,430,gen-row-0430,7269,27.19,90.64,1,0,on_to_off
2,6,8.494326590996934,u_g0440,441,gen-row-0441,7308,29.0,96.68,0,1,off_to_on
2,6,8.494326590996934,u_g0441,442,gen-row-0442,7309,29.0,96.68,0,1,off_to_on
2,6,8.494326590996934,u_g0443,444,gen-row-0444,7311,58.01,193.37,0,1,off_to_on
2,6,8.494326590996934,u_g0456,457,gen-row-0457,7354,205.26,684.2,1,0,on_to_off
2,6,8.494326590996934,u_g0460,461,gen-row-0461,7358,67.56,225.2,0,1,off_to_on
2,6,8.494326590996934,u_g0509,510,gen-row-0510,8024,33.0,33.0,0,1,off_to_on
2,6,8.494326590996934,u_g0530,531,gen-row-0531,8099,85.5,85.5,0,1,off_to_on
2,7,8.496752827020828,u_g0001,2,gen-row-0002,1006,25.73,25.73,0,1,off_to_on
2,7,8.496752827020828,u_g0029,30,gen-row-0030,1076,57.64,192.13,1,0,on_to_off
2,7,8.496752827020828,u_g0071,72,gen-row-0072,2120,55.41,184.72,0,1,off_to_on
2,7,8.496752827020828,u_g0072,73,gen-row-0073,2123,136.28,136.28,0,1,off_to_on
2,7,8.496752827020828,u_g0105,106,gen-row-0106,3112,56.1,56.1,1,0,on_to_off
2,7,8.496752827020828,u_g0131,132,gen-row-0132,4062,51.7,172.33,0,1,off_to_on
2,7,8.496752827020828,u_g0132,133,gen-row-0133,4063,51.7,172.33,1,0,on_to_off
2,7,8.496752827020828,u_g0139,140,gen-row-0140,4084,73.02,243.4,1,0,on_to_off
2,7,8.496752827020828,u_g0152,153,gen-row-0153,4116,39.54,131.8,1,0,on_to_off
2,7,8.496752827020828,u_g0153,154,gen-row-0154,4133,10.08,33.6,0,1,off_to_on
2,7,8.496752827020828,u_g0162,163,gen-row-0163,4161,59.33,197.77,0,1,off_to_on
2,7,8.496752827020828,u_g0164,165,gen-row-0165,4163,2.7,9.0,1,0,on_to_off
2,7,8.496752827020828,u_g0174,175,gen-row-0175,4192,80.1,267.0,1,0,on_to_off
2,7,8.496752827020828,u_g0178,179,gen-row-0179,4192,55.13,183.77,0,1,off_to_on
2,7,8.496752827020828,u_g0194,195,gen-row-0195,5065,3.18,10.6,1,0,on_to_off
2,7,8.496752827020828,u_g0257,258,gen-row-0258,5444,86.7,289.0,1,0,on_to_off
2,7,8.496752827020828,u_g0260,261,gen-row-0261,5444,42.39,141.3,1,0,on_to_off
2,7,8.496752827020828,u_g0261,262,gen-row-0262,6006,63.9,213.0,1,0,on_to_off
2,7,8.496752827020828,u_g0280,281,gen-row-0281,6074,54.41,181.37,1,0,on_to_off
2,7,8.496752827020828,u_g0281,282,gen-row-0282,6078,169.0,563.33,0,1,off_to_on
2,7,8.496752827020828,u_g0293,294,gen-row-0294,6105,18.15,60.5,0,1,off_to_on
2,7,8.496752827020828,u_g0294,295,gen-row-0295,6106,36.3,121.0,0,1,off_to_on
2,7,8.496752827020828,u_g0303,304,gen-row-0304,6164,70.52,235.05,1,0,on_to_off
2,7,8.496752827020828,u_g0304,305,gen-row-0305,6165,70.52,235.05,0,1,off_to_on
2,7,8.496752827020828,u_g0305,306,gen-row-0306,6166,70.52,235.05,1,0,on_to_off
2,7,8.496752827020828,u_g0307,308,gen-row-0308,6213,177.9,177.9,1,0,on_to_off
2,7,8.496752827020828,u_g0375,376,gen-row-0376,7080,68.59,228.65,1,0,on_to_off
2,7,8.496752827020828,u_g0376,377,gen-row-0377,7081,68.59,228.65,0,1,off_to_on
2,7,8.496752827020828,u_g0392,393,gen-row-0393,7134,61.97,206.55,1,0,on_to_off
2,7,8.496752827020828,u_g0402,403,gen-row-0403,7162,33.18,110.6,1,0,on_to_off
2,7,8.496752827020828,u_g0409,410,gen-row-0410,7169,26.3,87.72,1,0,on_to_off
2,7,8.496752827020828,u_g0416,417,gen-row-0417,7194,69.28,230.95,1,0,on_to_off
2,7,8.496752827020828,u_g0428,429,gen-row-0429,7268,27.19,90.64,0,1,off_to_on
2,7,8.496752827020828,u_g0429,430,gen-row-0430,7269,27.19,90.64,0,1,off_to_on
2,7,8.496752827020828,u_g0430,431,gen-row-0431,7270,54.38,181.28,0,1,off_to_on
2,7,8.496752827020828,u_g0440,441,gen-row-0441,7308,29.0,96.68,1,0,on_to_off
2,7,8.496752827020828,u_g0443,444,gen-row-0444,7311,58.01,193.37,1,0,on_to_off
2,7,8.496752827020828,u_g0456,457,gen-row-0457,7354,205.26,684.2,0,1,off_to_on
2,7,8.496752827020828,u_g0459,460,gen-row-0460,7357,4.89,16.3,0,1,off_to_on
2,7,8.496752827020828,u_g0502,503,gen-row-0503,7428,30.16,100.52,1,0,on_to_off
2,7,8.496752827020828,u_g0503,504,gen-row-0504,7428,30.16,100.52,1,0,on_to_off
2,7,8.496752827020828,u_g0505,506,gen-row-0506,7428,30.16,100.52,1,0,on_to_off
2,7,8.496752827020828,u_g0509,510,gen-row-0510,8024,33.0,33.0,1,0,on_to_off
2,7,8.496752827020828,u_g0535,536,gen-row-0536,8130,198.0,660.0,1,0,on_to_off
2,7,8.496752827020828,u_g0536,537,gen-row-0537,8131,198.0,660.0,0,1,off_to_on
2,8,9.258020745997783,u_g0001,2,gen-row-0002,1006,25.73,25.73,1,0,on_to_off
2,8,9.258020745997783,u_g0026,27,gen-row-0027,1073,57.64,192.13,1,0,on_to_off
2,8,9.258020745997783,u_g0029,30,gen-row-0030,1076,57.64,192.13,0,1,off_to_on
2,8,9.258020745997783,u_g0046,47,gen-row-0047,2024,50.0,166.67,1,0,on_to_off
2,8,9.258020745997783,u_g0050,51,gen-row-0051,2059,60.0,60.0,1,0,on_to_off
2,8,9.258020745997783,u_g0072,73,gen-row-0073,2123,136.28,136.28,1,0,on_to_off
2,8,9.258020745997783,u_g0105,106,gen-row-0106,3112,56.1,56.1,0,1,off_to_on
2,8,9.258020745997783,u_g0131,132,gen-row-0132,4062,51.7,172.33,1,0,on_to_off
2,8,9.258020745997783,u_g0132,133,gen-row-0133,4063,51.7,172.33,0,1,off_to_on
2,8,9.258020745997783,u_g0136,137,gen-row-0137,4077,52.9,176.33,0,1,off_to_on
2,8,9.258020745997783,u_g0140,141,gen-row-0141,4085,105.6,352.0,0,1,off_to_on
2,8,9.258020745997783,u_g0152,153,gen-row-0153,4116,39.54,131.8,0,1,off_to_on
2,8,9.258020745997783,u_g0153,154,gen-row-0154,4133,10.08,33.6,1,0,on_to_off
2,8,9.258020745997783,u_g0171,172,gen-row-0172,4192,7.2,24.0,1,0,on_to_off
2,8,9.258020745997783,u_g0194,195,gen-row-0195,5065,3.18,10.6,0,1,off_to_on
2,8,9.258020745997783,u_g0195,196,gen-row-0196,5066,0.54,1.8,1,0,on_to_off
2,8,9.258020745997783,u_g0233,234,gen-row-0234,5364,64.0,213.33,1,0,on_to_off
2,8,9.258020745997783,u_g0252,253,gen-row-0253,5424,0.96,3.2,1,0,on_to_off
2,8,9.258020745997783,u_g0258,259,gen-row-0259,5444,86.7,289.0,0,1,off_to_on
2,8,9.258020745997783,u_g0261,262,gen-row-0262,6006,63.9,213.0,0,1,off_to_on
2,8,9.258020745997783,u_g0272,273,gen-row-0273,6052,17.22,57.4,1,0,on_to_off
2,8,9.258020745997783,u_g0274,275,gen-row-0275,6054,17.22,57.4,1,0,on_to_off
2,8,9.258020745997783,u_g0275,276,gen-row-0276,6069,54.41,181.37,1,0,on_to_off
2,8,9.258020745997783,u_g0282,283,gen-row-0283,6079,169.0,563.33,1,0,on_to_off
2,8,9.258020745997783,u_g0293,294,gen-row-0294,6105,18.15,60.5,1,0,on_to_off
2,8,9.258020745997783,u_g0300,301,gen-row-0301,6147,279.6,932.0,0,1,off_to_on
2,8,9.258020745997783,u_g0303,304,gen-row-0304,6164,70.52,235.05,0,1,off_to_on
2,8,9.258020745997783,u_g0305,306,gen-row-0306,6166,70.52,235.05,0,1,off_to_on
2,8,9.258020745997783,u_g0306,307,gen-row-0307,6167,70.52,235.05,0,1,off_to_on
2,8,9.258020745997783,u_g0312,313,gen-row-0313,6243,54.9,183.0,0,1,off_to_on
2,8,9.258020745997783,u_g0349,350,gen-row-0350,6349,108.9,363.0,0,1,off_to_on
2,8,9.258020745997783,u_g0350,351,gen-row-0351,6349,15.45,51.5,0,1,off_to_on
2,8,9.258020745997783,u_g0358,359,gen-row-0359,7022,14.22,47.4,1,0,on_to_off
2,8,9.258020745997783,u_g0359,360,gen-row-0360,7023,14.22,47.4,1,0,on_to_off
2,8,9.258020745997783,u_g0360,361,gen-row-0361,7024,28.44,94.8,1,0,on_to_off
2,8,9.258020745997783,u_g0375,376,gen-row-0376,7080,68.59,228.65,0,1,off_to_on
